audit_name,settings,operator,map,remediation
18.9.5.2 (NG) Ensure 'Turn On Virtualization Based Security: Select Platform Security Level' is set to 'Secure Boot' or higher (Automated),"Secure Boot,Secure Boot with DMA Protection",one_of,"{""0"":""Disabled"",""1"":""Secure Boot"",""3"":""Secure Boot with DMA Protection""}","To establish the recommended configuration via GP, set the following UI path to Secure Boot or Secure Boot and DMA Protection: Computer Configuration\Policies\Administrative Templates\System\Device Guard\Turn On Virtualization Based Security: Select Platform Security Level"
18.9.5.3 (NG) Ensure 'Turn On Virtualization Based Security: Virtualization Based Protection of Code Integrity' is set to 'Enabled with UEFI lock' (Automated),Enabled with UEFI lock,==,"{""0"":""Disabled"",""1"":""Enabled with UEFI lock""}","To establish the recommended configuration via GP, set the following UI path to Enabled with UEFI lock: Computer Configuration\Policies\Administrative Templates\System\Device Guard\Turn On Virtualization Based Security: Virtualization Based Protection of Code Integrity"
18.9.5.4 (NG) Ensure 'Turn On Virtualization Based Security: Require UEFI Memory Attributes Table' is set to 'True (checked)' (Automated),True (checked),==,"{""0"":""False (unchecked)"",""1"":""True (checked)""}","To establish the recommended configuration via GP, set the following UI path to TRUE: Computer Configuration\Policies\Administrative Templates\System\Device Guard\Turn On Virtualization Based Security: Require UEFI Memory Attributes Table"
18.9.5.5 (NG) Ensure 'Turn On Virtualization Based Security: Credential Guard Configuration' is set to 'Enabled with UEFI lock' (Automated),Enabled with UEFI lock,==,"{""0"":""Disabled"",""1"":""Enabled with UEFI lock""}","To establish the recommended configuration via GP, set the following UI path to Enabled with UEFI lock: Computer Configuration\Policies\Administrative Templates\System\Device Guard\Turn On Virtualization Based Security: Credential Guard Configuration"
18.9.5.6 (NG) Ensure 'Turn On Virtualization Based Security: Secure Launch Configuration' is set to 'Enabled' (Automated),Enabled,==,"{""0"": ""Disabled"", ""1"": ""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\System\Device Guard\Turn On Virtualization Based Security: Secure Launch Configuration"
18.9.7.1.1 (BL) Ensure 'Prevent installation of devices that match any of these device IDs' is set to 'Enabled' (Automated),Enabled,==,"{""0"": ""Disabled"", ""1"": ""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\System\Device Installation\Device Installation Restrictions\Prevent installation of devices that match any of these device IDs"
18.9.7.1.2 (BL) Ensure 'Prevent installation of devices that match any of these device IDs: Prevent installation of devices that match any of these device IDs' is set to 'PCI\CC_0C0A' (Automated),PCI\\CC_0C0A,==,"{"""": ""None"", ""PCI\\CC_0C0A"": ""Thunderbolt controllers""}","To establish the recommended configuration via GP, set the following UI path to Enabled, and add PCI\CC_0C0A to the Device IDs list: Computer Configuration\Policies\Administrative Templates\System\Device Installation\Device Installation Restrictions\Prevent installation of devices that match any of these device IDs"
18.9.7.1.3 (BL) Ensure 'Prevent installation of devices that match any of these device IDs: Also apply to matching devices that are already installed.' is set to 'True' (checked) (Automated),True (checked),==,"{""0"": ""False (unchecked)"", ""1"": ""True (checked)""}","To establish the recommended configuration via GP, set the following UI path to Enabled, and check the Also apply to matching devices that are already installed. checkbox: Computer Configuration\Policies\Administrative Templates\System\Device Installation\Device Installation Restrictions\Prevent installation of devices that match any of these device IDs"
18.9.7.1.4 (BL) Ensure 'Prevent installation of devices using drivers that match these device setup classes' is set to 'Enabled' (Automated),Enabled,==,"{""0"": ""Disabled"", ""1"": ""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\System\Device Installation\Device Installation Restrictions\Prevent installation of devices using drivers that match these device setup classes"
18.9.7.1.5 (BL) Ensure 'Prevent installation of devices using drivers that match these device setup classes: Prevent installation of devices using drivers for these device setup' is set to 'IEEE 1394 device setup classes' (Automated),"{d48179be-ec20-11d1-b6b8-00c04fa372a7},{7ebefbc0-3200-11d2-b4c2-00a0C9697d07},{c06ff265-ae09-48f0-812c-16753d7cba83},{6bdd1fc1-810f-11d0-bec7-08002be2092f}",only,"{""SBP2 Protocol Class"" : ""{d48179be-ec20-11d1-b6b8-00c04fa372a7}"",  ""IEC-61883 Protocol Class"" : ""{7ebefbc0-3200-11d2-b4c2-00a0C9697d07}"",  ""AVC Protocol Class"" : ""{c06ff265-ae09-48f0-812c-16753d7cba83}"", ""Host Bus Controller Class"" : ""{6bdd1fc1-810f-11d0-bec7-08002be2092f}""}","To establish the recommended configuration via GP, set the following UI path to Enabled, and add {d48179be-ec20-11d1-b6b8-00c04fa372a7}, {7ebefbc0-3200-11d2- b4c2-00a0C9697d07}, {c06ff265-ae09-48f0-812c-16753d7cba83}, and {6bdd1fc1-810f11d0-bec7-08002be2092f} to the device setup classes list: Computer Configuration\Policies\Administrative Templates\System\Device Installation\Device Installation Restrictions\Prevent installation of devices using drivers that match these device setup classes"
18.9.7.1.6 (BL) Ensure 'Prevent installation of devices using drivers that match these device setup classes: Also apply to matching devices that are already installed.' is set to 'True' (checked) (Automated),True (checked),==,"{""0"":""False (unchecked)"",""1"":""True (checked)""}","To establish the recommended configuration via GP, set the following UI path to Enabled, and check the Also apply to matching devices that are already installed. checkbox: Computer Configuration\Policies\Administrative Templates\System\Device Installation\Device Installation Restrictions\Prevent installation of devices using drivers that match these device setup classes"
18.9.7.2 (L1) Ensure 'Prevent device metadata retrieval from the Internet' is set to 'Enabled' (Automated),Enabled,==,"{""0"": ""Disabled"", ""1"": ""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\System\Device Installation\Prevent device metadata retrieval from the Internet"
"18.9.13.1 (L1) Ensure 'Boot-Start Driver Initialization Policy' is set to 'Enabled: Good, unknown and bad but critical' (Automated)","Good, unknown and bad but critical",==,"{""8"":""Good only"",""1"":""Good and unknown"",""3"":""Good, unknown and bad but critical"",""7"":""All (Good, unknown, bad, and bad but critical)""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Good, unknown and bad but critical: Computer Configuration\Policies\Administrative Templates\System\Early Launch Antimalware\Boot-Start Driver Initialization Policy"
18.9.19.2 (L1) Ensure 'Continue experiences on this device' is set to 'Disabled' (Automated),Disabled,==,"{""0"": ""Disabled"", ""1"": ""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Administrative Templates\System\Group Policy\Continue experiences on this device"
18.9.20.1.1 (L2) Ensure 'Turn off access to the Store' is set to 'Enabled' (Automated),Enabled,==,"{""0"": ""Disabled"", ""1"": ""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\System\Internet Communication Management\Internet Communication settings\Turn off access to the Store"
18.9.20.1.2 (L1) Ensure 'Turn off downloading of print drivers over HTTP' is set to 'Enabled' (Automated),Enabled,==,"{""0"": ""Disabled"", ""1"": ""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\System\Internet Communication Management\Internet Communication settings\Turn off downloading of print drivers over HTTP"
18.9.20.1.3 (L2) Ensure 'Turn off handwriting personalization data sharing' is set to 'Enabled' (Automated),Enabled,==,"{""0"": ""Disabled"", ""1"": ""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\System\Internet Communication Management\Internet Communication settings\Turn off handwriting personalization data sharing"
18.9.20.1.4 (L2) Ensure 'Turn off handwriting recognition error reporting' is set to 'Enabled' (Automated),Enabled,==,"{""0"": ""Disabled"", ""1"": ""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\System\Internet Communication Management\Internet Communication settings\Turn off handwriting recognition error reporting"
18.9.20.1.5 (L2) Ensure 'Turn off Internet Connection Wizard if URL connection is referring to Microsoft.com' is set to 'Enabled' (Automated),Enabled,==,"{""0"": ""Disabled"", ""1"": ""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\System\Internet Communication Management\Internet Communication settings\Turn off Internet Connection Wizard if URL connection is referring to Microsoft.com"
18.9.20.1.6 (L1) Ensure 'Turn off Internet download for Web publishing and online ordering wizards' is set to 'Enabled' (Automated),Enabled,==,"{""0"": ""Disabled"", ""1"": ""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\System\Internet Communication Management\Internet Communication settings\Turn off Internet download for Web publishing and online ordering wizards"
18.9.20.1.7 (L2) Ensure 'Turn off printing over HTTP' is set to 'Enabled' (Automated),Enabled,==,"{""0"": ""Disabled"", ""1"": ""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\System\Internet Communication Management\Internet Communication settings\Turn off printing over HTTP"
18.9.20.1.8 (L2) Ensure 'Turn off Registration if URL connection is referring to Microsoft.com' is set to 'Enabled' (Automated),Enabled,==,"{""0"": ""Disabled"", ""1"": ""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\System\Internet Communication Management\Internet Communication settings\Turn off Registration if URL connection is referring to Microsoft.com"
18.9.20.1.9 (L2) Ensure 'Turn off Search Companion content file updates' is set to 'Enabled' (Automated),Enabled,==,"{""0"": ""Disabled"", ""1"": ""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\System\Internet Communication Management\Internet Communication settings\Turn off Search Companion content file updates"
"18.9.20.1.10 (L2) Ensure 'Turn off the ""Order Prints"" picture task' is set to 'Enabled' (Automated)",Enabled,==,"{""0"": ""Disabled"", ""1"": ""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\System\Internet Communication Management\Internet Communication settings\Turn off the ""Order Prints"" picture task"
"18.9.20.1.11 (L2) Ensure 'Turn off the ""Publish to Web"" task for files and folders' is set to 'Enabled' (Automated)",Enabled,==,"{""0"": ""Disabled"", ""1"": ""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\System\Internet Communication Management\Internet Communication settings\Turn off the ""Publish to Web"" task for files and folders"
18.9.20.1.12 (L2) Ensure 'Turn off the Windows Messenger Customer Experience Improvement Program' is set to 'Enabled' (Automated),Enabled,==,"{""2"":""Enabled"",""1"":""Disabled"",""0"":""Not Configured""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\System\Internet Communication Management\Internet Communication settings\Turn off the Windows Messenger Customer Experience Improvement Program"
18.9.20.1.13 (L2) Ensure 'Turn off Windows Customer Experience Improvement Program' is set to 'Enabled' (Automated),Enabled,==,"{""0"": ""Enabled"", ""1"": ""Disabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\System\Internet Communication Management\Internet Communication settings\Turn off Windows Customer Experience Improvement Program"
18.9.20.1.14 (L2) Ensure 'Turn off Windows Error Reporting' is set to 'Enabled' (Automated),"Disabled=1 && DoReport=0",kv_only,,To establish the recommended configuration via GP, set the following UI path toEnabled:Computer Configuration\Policies\Administrative Templates\System\Internet Communication Management\Internet Communication settings\Turn off Windows Error Reporting
18.9.23.1 (L2) Ensure 'Support device authentication using certificate' is set to 'Enabled: Automatic' (Automated),"DevicePKInitBehavior=0,DevicePKInitEnabled=1",kv_only,,To establish the recommended configuration via GP, set the following UI path to Enabled: Automatic: Computer Configuration\Policies\Administrative Templates\System\Kerberos\Support device authentication using certificate
18.9.24.1 (BL) Ensure 'Enumeration policy for external devices incompatible with Kernel DMA Protection' is set to 'Enabled: Block All' (Automated),Block All,==,"{""0"":""Block All"",""1"":""Allow All"",""2"":""Block external DMA unless compatible""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Block All: Computer Configuration\Policies\Administrative Templates\System\Kernel DMA Protection\Enumeration policy for external devices incompatible with Kernel DMA Protection"
18.9.26.1 (L1) Ensure 'Allow Custom SSPs and APs to be loaded into LSASS' is set to 'Disabled' (Automated),Disabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Administrative Templates\System\Local Security Authority\Allow Custom SSPs and APs to be loaded into LSASS"
18.9.26.2 (NG) Ensure 'Configures LSASS to run as a protected process' is set to 'Enabled: Enabled with UEFI Lock' (Automated),Enabled with UEFI Lock,==,"{""0"":""Disabled"",""1"":""Enabled with UEFI Lock"",""2"":""Enabled (without UEFI Lock)""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Enabled with UEFI Lock: Computer Configuration\Policies\Administrative Templates\System\Local Security Authority\Configures LSASS to run as a protected process"
18.9.27.1 (L2) Ensure 'Disallow copying of user input methods to the system account for sign-in' is set to 'Enabled' (Automated),Enabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\System\Locale Services\Disallow copying of user input methods to the system account for sign-in"
18.9.28.1 (L1) Ensure 'Block user from showing account details on sign-in' is set to 'Enabled' (Automated),Enabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\System\Logon\Block user from showing account details on sign-in"
18.9.28.2 (L1) Ensure 'Do not display network selection UI' is set to 'Enabled' (Automated),Enabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\System\Logon\Do not display network selection UI"
18.9.28.3 (L1) Ensure 'Turn off app notifications on the lock screen' is set to 'Enabled' (Automated),Enabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\System\Logon\Turn off app notifications on the lock screen"
18.9.28.4 (L1) Ensure 'Turn on convenience PIN sign-in' is set to 'Disabled' (Automated),Disabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Administrative Templates\System\Logon\Turn on convenience PIN sign-in"
18.9.31.1 (L2) Ensure 'Allow Clipboard synchronization across devices' is set to 'Disabled' (Automated),Disabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Administrative Templates\System\OS Policies\Allow Clipboard synchronization across devices"
18.9.31.2 (L2) Ensure 'Allow upload of User Activities' is set to 'Disabled' (Automated),Disabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Administrative Templates\System\OS Policies\Allow upload of User Activities"
18.9.33.6.1 (L1) Ensure 'Allow network connectivity during connected-standby (on battery)' is set to 'Disabled' (Automated),Disabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Administrative Templates\System\Power Management\Sleep Settings\Allow network connectivity during connected-standby (on battery)"
18.9.33.6.2 (L1) Ensure 'Allow network connectivity during connected-standby (plugged in)' is set to 'Disabled' (Automated),Disabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Administrative Templates\System\Power Management\Sleep Settings\Allow network connectivity during connected-standby (plugged in)"
18.9.33.6.3 (BL) Ensure 'Allow standby states (S1-S3) when sleeping (on battery)' is set to 'Disabled' (Automated),Disabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Administrative Templates\System\Power Management\Sleep Settings\Allow standby states (S1-S3) when sleeping (on battery)"
18.9.33.6.4 (BL) Ensure 'Allow standby states (S1-S3) when sleeping (plugged in)' is set to 'Disabled' (Automated),Disabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Administrative Templates\System\Power Management\Sleep Settings\Allow standby states (S1-S3) when sleeping (plugged in)"
18.9.33.6.5 (L1) Ensure 'Require a password when a computer wakes (on battery)' is set to 'Enabled' (Automated),Enabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\System\Power Management\Sleep Settings\Require a password when a computer wakes (on battery)"
18.9.33.6.6 (L1) Ensure 'Require a password when a computer wakes (plugged in)' is set to 'Enabled' (Automated),Enabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\System\Power Management\Sleep Settings\Require a password when a computer wakes (plugged in)"
18.9.35.1 (L1) Ensure 'Configure Offer Remote Assistance' is set to 'Disabled' (Automated),Disabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Administrative Templates\System\Remote Assistance\Configure Offer Remote Assistance"
18.9.35.2 (L1) Ensure 'Configure Solicited Remote Assistance' is set to 'Disabled' (Automated),Disabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Administrative Templates\System\Remote Assistance\Configure Solicited Remote Assistance"
18.9.36.1 (L1) Ensure 'Enable RPC Endpoint Mapper Client Authentication' is set to 'Enabled' (Automated),Enabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\System\Remote Procedure Call\Enable RPC Endpoint Mapper Client Authentication"
18.9.36.2 (L1) Ensure 'Restrict Unauthenticated RPC clients' is set to 'Enabled: Authenticated' (Automated),Authenticated,==,"{""0"":""None"",""1"":""Authenticated"",""2"":""Authenticated without exceptions""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Authenticated: Computer Configuration\Policies\Administrative Templates\System\Remote Procedure Call\Restrict Unauthenticated RPC clients"
18.9.47.5.1 (L2) Ensure 'Microsoft Support Diagnostic Tool: Turn on MSDT interactive communication with support provider' is set to 'Disabled' (Automated),Disabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Administrative Templates\System\Troubleshooting and Diagnostics\Microsoft Support Diagnostic Tool\Microsoft Support Diagnostic Tool: Turn on MSDT interactive communication with support provider"
18.9.47.11.1 (L2) Ensure 'Enable/Disable PerfTrack' is set to 'Disabled' (Automated),Disabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Administrative Templates\System\Troubleshooting and Diagnostics\Windows Performance PerfTrack\Enable/Disable PerfTrack"
18.9.49.1 (L2) Ensure 'Turn off the advertising ID' is set to 'Enabled' (Automated),Enabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\System\User Profiles\Turn off the advertising ID"
18.9.51.1.1 (L1) Ensure 'Enable Windows NTP Client' is set to 'Enabled' (Automated),Enabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\System\Windows Time Service\Time Providers\Enable Windows NTP Client"
18.10.3.1 (L2) Ensure 'Allow a Windows app to share application data between users' is set to 'Disabled' (Automated),Disabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Administrative Templates\Windows Components\App Package Deployment\Allow a Windows app to share application data between users"
18.10.3.2 (L1) Ensure 'Prevent non-admin users from installing packaged Windows apps' is set to 'Enabled' (Automated),Enabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\Windows Components\App Package Deployment\Prevent non-admin users from installing packaged Windows apps"
18.10.4.1 (L1) Ensure 'Let Windows apps activate with voice while the system is locked' is set to 'Enabled: Force Deny' (Automated),Enabled: Force Deny,==,"{""0"":""Disabled"",""1"":""Enabled"",""2"":""Enabled: Force Deny""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Force Deny: Computer Configuration\Policies\Administrative Templates\Windows Components\App Privacy\Let Windows apps activate with voice while the system is locked"
18.10.5.1 (L1) Ensure 'Allow Microsoft accounts to be optional' is set to 'Enabled' (Automated),Enabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\Windows Components\App runtime\Allow Microsoft accounts to be optional"
18.10.5.2 (L2) Ensure 'Block launching Universal Windows apps with Windows Runtime API access from hosted content.' is set to 'Enabled' (Automated),Enabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\Windows Components\App runtime\Block launching Universal Windows apps with Windows Runtime API access from hosted content."
18.10.7.1 (L1) Ensure 'Disallow Autoplay for non-volume devices' is set to 'Enabled' (Automated),Enabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\Windows Components\AutoPlay Policies\Disallow Autoplay for non-volume devices"
18.10.7.2 (L1) Ensure 'Set the default behavior for AutoRun' is set to 'Enabled: Do not execute any autorun commands' (Automated),Enabled: Do not execute any autorun commands,==,"{""0"":""Disabled"",""1"":""Enabled: Do not execute any autorun commands""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Do not execute any autorun commands: Computer Configuration\Policies\Administrative Templates\Windows Components\AutoPlay Policies\Set the default behavior for AutoRun"
18.10.7.3 (L1) Ensure 'Turn off Autoplay' is set to 'Enabled: All drives' (Automated),Enabled: All drives,==,"{""0"":""Disabled"",""1"":""Enabled: CD-ROM drives only"",""255"":""Enabled: All drives""}","To establish the recommended configuration via GP, set the following UI path to Enabled: All drives: Computer Configuration\Policies\Administrative Templates\Windows Components\AutoPlay Policies\Turn off Autoplay"
18.10.8.1.1 (L1) Ensure 'Configure enhanced anti-spoofing' is set to 'Enabled' (Automated),Enabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\Windows Components\Biometrics\Facial Features\Configure enhanced anti-spoofing"
18.10.9.1.1 (BL) Ensure 'Allow access to BitLocker-protected fixed data drives from earlier versions of Windows' is set to 'Disabled' (Automated),Disabled,==,"{"""":""Disabled""}","To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Administrative Templates\Windows Components\BitLocker Drive Encryption\Fixed Data Drives\Allow access to BitLocker-protected fixed data drives from earlier versions of Windows"
18.10.9.1.2 (BL) Ensure 'Choose how BitLocker-protected fixed drives can be recovered' is set to 'Enabled' (Automated),Enabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\Windows Components\BitLocker Drive Encryption\Fixed Data Drives\Choose how BitLockerprotected fixed drives can be recovered"
18.10.9.1.3 (BL) Ensure 'Choose how BitLocker-protected fixed drives can be recovered: Allow data recovery agent' is set to 'Enabled: True' (Automated),Enabled,==,"{""1"":""Enabled: True"",""0"":""Disabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: True (checked): Computer Configuration\Policies\Administrative Templates\Windows Components\BitLocker Drive Encryption\Fixed Data Drives\Choose how BitLockerprotected fixed drives can be recovered: Allow data recovery agent"
18.10.9.1.4 (BL) Ensure 'Choose how BitLocker-protected fixed drives can be recovered: Recovery Password' is set to 'Enabled: Allow 48-digit recovery password' or higher (Automated),"Enabled: Allow 48-digit recovery password,Enabled: Require 48-digit recovery password",one_of,"{""2"":""Enabled: Allow 48-digit recovery password"",""1"":""Enabled: Require 48-digit recovery password"",""0"":""Disabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Allow 48-digit recovery password or Enabled: Require 48-digit recovery password: Computer Configuration\Policies\Administrative Templates\Windows Components\BitLocker Drive Encryption\Fixed Data Drives\Choose how BitLockerprotected fixed drives can be recovered: Recovery Password"
18.10.9.1.5 (BL) Ensure 'Choose how BitLocker-protected fixed drives can be recovered: Recovery Key' is set to 'Enabled: Allow 256-bit recovery key' or higher (Automated),"Enabled: Allow 256-bit recovery key,Enabled: Require 256-bit recovery key",one_of,"{""2"":""Enabled: Allow 256-bit recovery key"",""1"":""Enabled: Require 256-bit recovery key"",""0"":""Disabled (fail)""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Allow 256-bit recovery key or Enabled: Require 256-bit recovery key: Computer Configuration\Policies\Administrative Templates\Windows Components\BitLocker Drive Encryption\Fixed Data Drives\Choose how BitLockerprotected fixed drives can be recovered: Recovery Key"
18.10.9.1.6 (BL) Ensure 'Choose how BitLocker-protected fixed drives can be recovered: Omit recovery options from the BitLocker setup wizard' is set to 'Enabled: True' (Automated),Enabled: True,==,"{""1"":""Enabled: True"",""0"":""Disabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: True (checked): Computer Configuration\Policies\Administrative Templates\Windows Components\BitLocker Drive Encryption\Fixed Data Drives\Choose how BitLockerprotected fixed drives can be recovered: Omit recovery options from the BitLocker setup wizard"
18.10.9.1.7 (BL) Ensure 'Choose how BitLocker-protected fixed drives can be recovered: Save BitLocker recovery information to AD DS for fixed data drives' is set to 'Enabled: False' (Automated),Enabled: False,==,"{""1"":""Disabled"",""0"":""Enabled: False""}","To establish the recommended configuration via GP, set the following UI path to Enabled: False (unchecked): Computer Configuration\Policies\Administrative Templates\Windows Components\BitLocker Drive Encryption\Fixed Data Drives\Choose how BitLockerprotected fixed drives can be recovered: Save BitLocker recovery information to AD DS for fixed data drives"
18.10.9.1.8 (BL) Ensure 'Choose how BitLocker-protected fixed drives can be recovered: Configure storage of BitLocker recovery information to AD DS' is set to 'Enabled: Backup recovery passwords and key packages' (Automated),Enabled: Backup recovery passwords and key packages,==,"{""1"":""Enabled: Backup recovery passwords and key packages"",""0"":""Backup recovery passwords only""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Backup recovery passwords and key packages: Computer Configuration\Policies\Administrative Templates\Windows Components\BitLocker Drive Encryption\Fixed Data Drives\Choose how BitLockerprotected fixed drives can be recovered: Configure storage of BitLocker recovery information to AD DS:"
18.10.9.1.9 (BL) Ensure 'Choose how BitLocker-protected fixed drives can be recovered: Do not enable BitLocker until recovery information is stored to AD DS for fixed data drives' is set to 'Enabled: False' (Automated,Enabled: False,==,"{""1"":""Disabled"",""0"":""Enabled: False""}","To establish the recommended configuration via GP, set the following UI path to Enabled: False (unchecked): Computer Configuration\Policies\Administrative Templates\Windows Components\BitLocker Drive Encryption\Fixed Data Drives\Choose how BitLockerprotected fixed drives can be recovered: Do not enable BitLocker until recovery information is stored to AD DS for fixed data drives"
18.10.9.1.10 (BL) Ensure 'Configure use of hardware-based encryption for fixed data drives' is set to 'Disabled' (Automated),Disabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Administrative Templates\Windows Components\BitLocker Drive Encryption\Fixed Data Drives\Configure use of hardware-based encryption for fixed data drives"
